Date,Open,High,Low,Close,Volume,Daily_Return
1962-03-15 00:00:00+00:00,0.046851829,0.046976427,0.046602633,0.046602633,883200.0,-0.005319511100754237
1962-03-16 00:00:00+00:00,0.046602633,0.046789436,0.046602633,0.046602633,768000.0,0.0
1962-03-19 00:00:00+00:00,0.046602666,0.047101059,0.046602666,0.046851862,921600.0,0.005347959631379684
1962-03-20 00:00:00+00:00,0.046851865,0.047350258,0.046851865,0.047350258,1305600.0,0.010637698881636792
1962-03-21 00:00:00+00:00,0.047599454,0.048222446,0.047599454,0.047973249,2188800.0,0.013157077201142231
1962-03-22 00:00:00+00:00,0.048097835,0.048720826,0.048097835,0.04847163,1344000.0,0.010388727267565345
1962-03-23 00:00:00+00:00,0.048845435,0.049717817,0.048845435,0.049344022,1497600.0,0.017997991815005943
1962-03-26 00:00:00+00:00,0.049344027,0.049717822,0.04859625,0.048720848,1420800.0,-0.012629169142312824
1962-03-27 00:00:00+00:00,0.048471624,0.048471624,0.04809783,0.048347026,844800.0,-0.007672731804667987
1962-03-28 00:00:00+00:00,0.048347044,0.048347044,0.047973249,0.047973249,460800.0,-0.007731127039747987
1962-03-29 00:00:00+00:00,0.047973236,0.048596227,0.047848638,0.048097834,1036800.0,0.002596968156148849
1962-03-30 00:00:00+00:00,0.048097844,0.048097844,0.047350258,0.047350258,1382400.0,-0.015542820493746112
1962-04-02 00:00:00+00:00,0.047350261,0.048222446,0.047101064,0.047973249,1152000.0,0.013157077201142231
1962-04-03 00:00:00+00:00,0.047973277,0.048222474,0.046104117,0.0464781,1228800.0,-0.031166306872398852
1962-04-04 00:00:00+00:00,0.046851904,0.047724089,0.046851904,0.047038704,1459200.0,0.01206168066250557
1962-04-05 00:00:00+00:00,0.047038673,0.047537066,0.046851873,0.047101069,1036800.0,0.0013258230924049208
1962-04-06 00:00:00+00:00,0.047350233,0.04809782,0.047350233,0.047848623,729600.0,0.015871274598884266
1962-04-09 00:00:00+00:00,0.047973249,0.048347044,0.047973249,0.047973249,537600.0,0.002604589059961082
1962-04-10 00:00:00+00:00,0.047973249,0.048347044,0.047973249,0.047973249,614400.0,0.0
1962-04-11 00:00:00+00:00,0.047973244,0.04822244,0.046664871,0.046851862,883200.0,-0.023375256489298835
1962-04-12 00:00:00+00:00,0.046602664,0.046602664,0.045854887,0.045979485,1075200.0,-0.018619900314740923
1962-04-13 00:00:00+00:00,0.045979489,0.047350258,0.045231902,0.047350258,1804800.0,0.029812708863528936
1962-04-16 00:00:00+00:00,0.047350269,0.048097856,0.047225671,0.047474865,2227200.0,0.002631601289268648
1962-04-17 00:00:00+00:00,0.047474886,0.04797328,0.047101094,0.047724083,1152000.0,0.005249472536678068
1962-04-18 00:00:00+00:00,0.047724053,0.047973249,0.047599454,0.047973249,691200.0,0.005220969882229198
1962-04-19 00:00:00+00:00,0.047973255,0.048035651,0.047724059,0.048035651,806400.0,0.0013007666001523255
1962-04-23 00:00:00+00:00,0.048035632,0.048596227,0.047911034,0.048097834,691200.0,0.0012945176906211664
1962-04-24 00:00:00+00:00,0.04809783,0.048347026,0.047724035,0.048347026,883200.0,0.0051809401645821485
1962-04-25 00:00:00+00:00,0.048222476,0.048222476,0.047724083,0.047724083,422400.0,-0.012884825635396946
1962-04-26 00:00:00+00:00,0.047724061,0.047973258,0.047101073,0.047474865,806400.0,-0.005222059478859009
1962-04-27 00:00:00+00:00,0.047474856,0.047973249,0.047225662,0.047973249,883200.0,0.010497849756918809
1962-10-29 00:00:00+00:00,0.038935206,0.039440824,0.038935206,0.039314419,1344000.0,-0.18049288260630414
1962-10-30 00:00:00+00:00,0.039314416,0.039630525,0.039314416,0.039630525,499200.0,0.008040459659342636
1962-10-31 00:00:00+00:00,0.039820052,0.040452075,0.039820052,0.040199265,2803200.0,0.014351058937523531
1962-11-01 00:00:00+00:00,0.040199295,0.040578511,0.039567271,0.040578511,1958400.0,0.009434152589605782
1962-11-02 00:00:00+00:00,0.04057848,0.041969129,0.04057848,0.041337103,4569600.0,0.018694426712700274
1962-11-05 00:00:00+00:00,0.04127378,0.04127378,0.040831267,0.04127378,614400.0,-0.0015318683556512225
1962-11-07 00:00:00+00:00,0.04121071,0.04121071,0.040831303,0.041084304,1267200.0,-0.004590711100364464
1962-11-08 00:00:00+00:00,0.041084295,0.041147402,0.040831294,0.040831294,729600.0,-0.006158312916777264
1962-11-09 00:00:00+00:00,0.040831303,0.041084304,0.040578492,0.041084304,537600.0,0.006196472734858904
1962-11-12 00:00:00+00:00,0.041084295,0.041210701,0.040831294,0.040831294,614400.0,-0.006158312916777264
1962-11-13 00:00:00+00:00,0.040957883,0.041337096,0.040957883,0.040957883,921600.0,0.003100293613031324
1962-11-14 00:00:00+00:00,0.040957883,0.041084285,0.040578474,0.040957883,1344000.0,0.0
1962-11-15 00:00:00+00:00,0.041084304,0.041716331,0.041084304,0.041084304,768000.0,0.0030866097254098612
1962-11-16 00:00:00+00:00,0.041084295,0.041337106,0.040831294,0.040831294,1497600.0,-0.006158312916777264
1962-11-19 00:00:00+00:00,0.040831315,0.040831315,0.039946478,0.039946478,2035200.0,-0.02167004552929419
1962-11-20 00:00:00+00:00,0.039946457,0.040072862,0.039440839,0.040072862,2227200.0,0.0031638333672370234
1962-11-21 00:00:00+00:00,0.040072876,0.040452092,0.040009772,0.040325686,3532800.0,0.006309107644969281
1962-11-23 00:00:00+00:00,0.040578456,0.041716294,0.040578456,0.04127378,1382400.0,0.023510920558177384
1962-11-26 00:00:00+00:00,0.041273811,0.04184273,0.041210704,0.041589919,1996800.0,0.007659560137210697
1962-11-27 00:00:00+00:00,0.041589906,0.041716311,0.041526605,0.041716311,1152000.0,0.0030390056782749753
