Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA20,MA50,MA200,Daily_Return,Volatility_20d,Year,Month
1962-04-04,0.046851904,0.047724089,0.046851904,0.047038704,1459200,0.0,0,0.04727469855,0.04644461592,,0.01206168066250557,0.013358073272099761,1962,4
1962-04-05,0.047038673,0.047537066,0.046851873,0.047101069,1036800,0.0,0,0.047351804600000005,0.04647793401999999,,0.0013258230924049208,0.013356754683094068,1962,4
1962-04-06,0.047350233,0.04809782,0.047350233,0.047848623,729600,0.0,0,0.0474910444,0.04653362994,,0.015871274598884266,0.013365437532386188,1962,4
1962-04-09,0.047973249,0.048347044,0.047973249,0.047973249,537600,0.0,0,0.0475869909,0.0466017228,,0.002604589059961082,0.012604556547414042,1962,4
1962-04-10,0.047973249,0.048347044,0.047973249,0.047973249,614400,0.0,0,0.04764618035,0.046669815659999996,,0.0,0.0121800797426411,1962,4
1962-04-11,0.047973244,0.04822244,0.046664871,0.046851862,883200,0.0,0,0.04764618035,0.0467191961,,-0.023375256489298835,0.013373398753788915,1962,4
1962-04-12,0.046602664,0.046602664,0.045854887,0.045979485,1075200,0.0,0,0.04761502295,0.04671522286,,-0.018619900314740923,0.013973548046127363,1962,4
1962-04-13,0.045979489,0.047350258,0.045231902,0.047350258,1804800,0.0,0,0.0476524042,0.046731238040000005,,0.029812708863528936,0.01554086775206636,1962,4
1962-04-16,0.047350269,0.048097856,0.047225671,0.047474865,2227200,0.0,0,0.047683554350000004,0.046739841979999995,,0.002631601289268648,0.01551189421771356,1962,4
1962-04-17,0.047474886,0.04797328,0.047101094,0.047724083,1152000,0.0,0,0.047702245600000005,0.04675343028,,0.005249472536678068,0.015377800113960564,1962,4
1962-04-18,0.047724053,0.047973249,0.047599454,0.047973249,691200,0.0,0,0.047702245600000005,0.04678438170000001,,0.005220969882229198,0.015134638287405456,1962,4
1962-04-19,0.047973255,0.048035651,0.047724059,0.048035651,806400,0.0,0,0.04768044665,0.04681162928,,0.0013007666001523255,0.014945000287143769,1962,4
1962-04-23,0.048035632,0.048596227,0.047911034,0.048097834,691200,0.0,0,0.04761813725,0.04683764424,,0.0012945176906211664,0.014319602564257223,1962,4
1962-04-24,0.04809783,0.048347026,0.047724035,0.048347026,883200,0.0,0,0.04759944615,0.0468636914,,0.0051809401645821485,0.014122592921462007,1962,4
1962-04-25,0.048222476,0.048222476,0.047724083,0.047724083,422400,0.0,0,0.047568299,0.046884707619999993,,-0.012884825635396946,0.014312805679729982,1962,4
1962-04-26,0.047724061,0.047973258,0.047101073,0.047474865,806400,0.0,0,0.0475433798,0.04690073948,,-0.005222059478859009,0.014257443998070909,1962,4
1962-04-27,0.047474856,0.047973249,0.047225662,0.047973249,883200,0.0,0,0.047537150550000004,0.04694407354,,0.010497849756918809,0.01445369527075243,1962,4
1962-04-30,0.047474847,0.047474847,0.045854885,0.046104081,1382400,0.0,0,0.0474748417,0.04695497619999999,,-0.038962714407773436,0.016570354739598638,1962,4
1962-05-01,0.046104065,0.046851842,0.045854868,0.046727244,1574400,0.0,0,0.04741254145,0.04697834212,,0.013516439032805083,0.016586930025651224,1962,5
1962-05-02,0.046976449,0.047350244,0.046976449,0.047287848,1305600,0.0,0,0.04745302885,0.046998061720000005,,0.011997369243518907,0.015233234943571794,1962,5
1962-05-03,0.047287837,0.047848623,0.047101037,0.047848623,844800,0.0,0,0.047493524800000006,0.0470339478,,0.011858754917331016,0.015225527541474684,1962,5
1962-05-04,0.04784866,0.048035654,0.047474865,0.047474865,537600,0.0,0,0.0475122146,0.04706731418000001,,-0.007811259270721349,0.015350696494610818,1962,5
1962-05-07,0.04747483,0.047848624,0.04697644,0.04697644,691200,0.0,0,0.04746860545,0.04710061552,,-0.010498713371802082,0.01509197374487203,1962,5
1962-05-08,0.046976462,0.04759945,0.046415675,0.046415675,1190400,0.0,0,0.04739072675,0.04710784264,,-0.011937154028700325,0.015268050677984493,1962,5
1962-05-09,0.046353506,0.046353506,0.045481127,0.045481127,1267200,0.0,0,0.04726612065000001,0.04709142782,,-0.020134318848104682,0.015815317843268305,1962,5
1962-05-10,0.045481093,0.045605691,0.044858105,0.045107301,1920000,0.0,0,0.0471788926,0.04708487056,,-0.008219365364451114,0.015112128376538204,1962,5
1962-05-11,0.045107329,0.045481121,0.043238169,0.043612152,2380800,0.0,0,0.04706052595,0.047053361679999996,,-0.03314649661703328,0.016268614515397076,1962,5
1962-05-14,0.04361213,0.043861327,0.041742971,0.042864352,3187200,0.0,0,0.046836230650000005,0.04699699378,,-0.01714659712274691,0.01466761827020999,1962,5
1962-05-15,0.043113568,0.045481118,0.043113568,0.044982728,2534400,0.0,0,0.0467116238,0.0469953718,,0.04942046015299617,0.019013146757495686,1962,5
1962-05-16,0.044982703,0.045356495,0.044858105,0.045107301,1612800,0.0,0,0.0465807847,0.04697643144000001,,0.0027693518276614704,0.018967831206260104,1962,5
1962-05-17,0.045107303,0.045418892,0.04460891,0.04460891,2496000,0.0,0,0.04641256775,0.046959906360000005,,-0.011049009560558765,0.018961598555175038,1962,5
1962-05-18,0.044608911,0.044733509,0.043985923,0.044733509,806400,0.0,0,0.04624746065,0.04694339758,,0.0027931415495243694,0.018984237401968238,1962,5
1962-05-21,0.044733534,0.044858132,0.044484337,0.044671141,960000,0.0,0,0.046076126,0.046935543860000005,,-0.001394212110657378,0.01895886460852805,1962,5
1962-05-22,0.044671089,0.044671089,0.043238119,0.043362908,1420800,0.0,0,0.045826920099999995,0.04688171564,,-0.029285864894294966,0.019679274245021524,1962,5
1962-05-23,0.04330054,0.04330054,0.042615156,0.042864352,2342400,0.0,0,0.04558393355,0.046803213479999994,,-0.011497291648429053,0.019653340925506364,1962,5
1962-05-24,0.042615142,0.042615142,0.041992154,0.041992154,2688000,0.0,0,0.045309798,0.04670601931999999,,-0.02034786388465648,0.019944224252259734,1962,5
1962-05-25,0.041992174,0.042365966,0.041119989,0.041493781,2841600,0.0,0,0.0449858246,0.04660384228000001,,-0.011868240909956529,0.019598732816204736,1962,5
1962-05-28,0.041431384,0.041431384,0.03775565,0.039313219,4377600,0.0,0,0.0446462815,0.046458054000000006,,-0.052551537783457114,0.020952212151373013,1962,5
1962-05-29,0.039313207,0.040247597,0.034889696,0.040247597,7411200,0.0,0,0.04432229915,0.046325968700000004,,0.023767527151617784,0.02161416227110585,1962,5
1962-05-31,0.040995406,0.042116788,0.040995406,0.041867591,4761600,0.0,0,0.044051286300000006,0.046216315359999996,,0.0402507011785076,0.02375331616238422,1962,5
1962-06-01,0.041867564,0.042241358,0.040870781,0.041369174,2688000,0.0,0,0.04372731385,0.046084233860000004,,-0.011904601819579308,0.023415372500121726,1962,6
1962-06-04,0.041119998,0.041119998,0.038129456,0.038129456,3456000,0.0,0,0.0432600434,0.04587739038000001,,-0.07831236852831536,0.02833545314944976,1962,6
1962-06-05,0.038254027,0.041119968,0.038254027,0.039624602,2688000,0.0,0,0.0428924515,0.04568300198,,0.03921236117294735,0.03043913108849273,1962,6
1962-06-06,0.039749206,0.040496984,0.039749206,0.040123001,1344000,0.0,0,0.0425778178,0.04551104504,,0.012578019080166314,0.03076532788038621,1962,6
1962-06-07,0.040122999,0.040372386,0.0399984,0.040247597,691200,0.0,0,0.0423161413,0.04534905646,,0.003105350968139353,0.030674062642564236,1962,6
1962-06-08,0.040247595,0.04111997,0.040247595,0.04111997,1420800,0.0,0,0.04211677475,0.045211990880000004,,0.02167515740132253,0.03126451171787544,1962,6
1962-06-11,0.041421363,0.041672386,0.041044829,0.04117034,2304000,0.001563,0,0.04199468415,0.045073441,,0.0012249522555585202,0.030522393815745442,1962,6
1962-06-12,0.041170274,0.041232932,0.039287418,0.03947578,2227200,0.0,0,0.04182525555,0.044915951440000004,,-0.04115972809551727,0.03158563192645181,1962,6
1962-06-13,0.039475824,0.039915016,0.038785416,0.038973588,2726400,0.0,0,0.041524798550000006,0.044735958220000004,,-0.012721521905330269,0.029046946887534186,1962,6
1962-06-14,0.038973564,0.039161926,0.038408861,0.038408861,2419200,0.0,0,0.04118987655,0.04457457344,,-0.014489992555984377,0.029006045870283294,1962,6
1962-06-15,0.038408866,0.040040508,0.038220501,0.040040508,3878400,0.0,0,0.04096145645,0.04443460952000001,,0.04248100457860482,0.031067386668061407,1962,6
1962-06-18,0.040040498,0.040103351,0.039412944,0.039852329,2188800,0.0,0,0.04071739745,0.044289634720000005,,-0.004699715598013965,0.031014583052142223,1962,6
1962-06-19,0.03966399,0.03966399,0.039287459,0.039287459,691200,0.0,0,0.04044821335,0.044118411440000005,,-0.014174077504981009,0.031061560359272884,1962,6
1962-06-20,0.039287441,0.039663972,0.038722545,0.038722545,2457600,0.0,0,0.040216195200000006,0.043933397359999994,,-0.01437899050686886,0.030647867512455018,1962,6
1962-06-21,0.038722544,0.038785395,0.038157841,0.038220499,1651200,0.0,0,0.03998400255,0.04373834236,,-0.012965211868176563,0.030665518554930344,1962,6
1962-06-22,0.038220509,0.038220509,0.037655808,0.037655808,1536000,0.0,0,0.039767185249999996,0.04355442128,,-0.014774558542524519,0.030546324219016836,1962,6
1962-06-25,0.037655781,0.037718439,0.036212306,0.037279055,5721600,0.0,0,0.03955644895,0.043380412679999994,,-0.010005176359514034,0.030527064072453855,1962,6
1962-06-26,0.037279053,0.037781288,0.036902519,0.037153542,2227200,0.0,0,0.0394484651,0.04317647836,,-0.0033668503667810823,0.028392067908953385,1962,6
1962-06-27,0.037153537,0.037279048,0.036839857,0.037028026,2496000,0.0,0,0.03928748655,0.042967541580000004,,-0.0033783050886507793,0.02771439701926732,1962,6
1962-06-28,0.037530083,0.038785383,0.037530083,0.038785383,2918400,0.0,0,0.039133376149999996,0.04278876758,,0.047460185968325685,0.028356814988474827,1962,6
1962-06-29,0.038785392,0.039036414,0.038283349,0.038408861,2150400,0.0,0,0.038985360499999996,0.04259747981999999,,-0.009707832458428878,0.028326498548961066,1962,6
1962-07-02,0.038408861,0.039601311,0.03828335,0.039412949,1459200,0.0,0,0.039049535149999995,0.04242502578000001,,0.026142092575981435,0.022877263472720902,1962,7
1962-07-03,0.039412991,0.039664011,0.039036457,0.039664011,1612800,0.0,0,0.0390515056,0.042256349320000004,,0.006370038435844938,0.0211735190524783,1962,7
1962-07-05,0.039663964,0.039914987,0.039161922,0.039852329,1228800,0.0,0,0.039037972,0.04208645538,,0.004747830470297032,0.021005504702287306,1962,7
1962-07-06,0.039852355,0.039852355,0.039161948,0.039287459,844800,0.0,0,0.0389899651,0.0419177229,,-0.014174077504981009,0.021219661304917387,1962,7
1962-07-09,0.039538465,0.040040508,0.039538465,0.040040508,1689600,0.0,0,0.038935991999999996,0.041769035759999996,,0.019167668746405964,0.021085653143367543,1962,7
1962-07-10,0.040166017,0.040668255,0.040166017,0.040166017,2304000,0.0,0,0.03888577585,0.041612891119999995,,0.003134550640566225,0.021101148765840416,1962,7
1962-07-11,0.040166026,0.040417049,0.039475811,0.040417049,1843200,0.0,0,0.0389328393,0.041499150480000004,,0.006249860423053644,0.0189036616899676,1962,7
1962-07-12,0.040417038,0.041170296,0.039914993,0.040793762,1728000,0.0,0,0.039023848,0.041380480840000004,,0.009320645849230536,0.01868158932139435,1962,7
1962-07-13,0.040668261,0.040668261,0.040166023,0.040605407,921600,0.0,0,0.039133675300000004,0.04124683202,,-0.004617250058967182,0.018337742679939307,1962,7
1962-07-16,0.040605396,0.040919269,0.040479884,0.040668249,806400,0.0,0,0.03916506235,0.041103224540000004,,0.0015476264035474419,0.01580137271261864,1962,7
1962-07-17,0.040668264,0.040919284,0.040417049,0.040417049,345600,0.0,0,0.03919329835,0.04096206822,,-0.006176808841708459,0.015832319595151998,1962,7
1962-07-18,0.040166053,0.040166053,0.039852372,0.040103395,1612800,0.0,0,0.039234095149999995,0.040824607320000005,,-0.007760437928063357,0.015575479460188493,1962,7
1962-07-19,0.040103352,0.040542544,0.039914988,0.040479884,921600,0.0,0,0.039321962099999996,0.0407058915,,0.009387958301285915,0.015231855159831468,1962,7
1962-07-20,0.040479886,0.04091927,0.040479886,0.040730909,1036800,0.0,0,0.03944748259999999,0.04061088714,,0.006201228244626433,0.01481615470772519,1962,7
1962-07-23,0.04079377,0.041044793,0.04079377,0.040919282,729600,0.0,0,0.039610656300000005,0.04052712676,,0.004624816990949077,0.01419330524576875,1962,7
1962-07-24,0.040919284,0.041107456,0.040417049,0.040417049,691200,0.0,0,0.039767555999999996,0.040463224699999994,,-0.012273749084844798,0.014321778282784092,1962,7
1962-07-25,0.040417082,0.04117034,0.040417082,0.04117034,652800,0.0,0,0.039968395899999995,0.04042934446,,0.018637951523873042,0.014557621067368234,1962,7
1962-07-26,0.041421339,0.041672362,0.041421339,0.041421339,499200,0.0,0,0.04018806155,0.04035811668,,0.006096597696302775,0.01441569620901337,1962,7
1962-07-27,0.041421302,0.041734982,0.04129579,0.041734982,460800,0.0,0,0.0403355415,0.040290670300000005,,0.007572014994493337,0.010587935025253936,1962,7
1962-07-30,0.041735007,0.042174391,0.041421326,0.042174391,998400,0.0,0,0.040523818,0.04024197992,,0.01052855372023398,0.010196422363724108,1962,7
1962-07-31,0.04242541,0.043052964,0.04242541,0.043052964,1881600,0.0,0,0.04070581875,0.04020836902,,0.020831907211179335,0.009664979793888041,1962,7
1962-08-01,0.043052973,0.043052973,0.041923374,0.042299908,1305600,0.0,0,0.040837613599999996,0.040160944360000006,,-0.01749138572665987,0.010821735392344734,1962,8
1962-08-02,0.042299933,0.04317851,0.041923398,0.04317851,1612800,0.0,0,0.04100392265,0.0401572564,,0.020770778035734905,0.011507655409625056,1962,8
1962-08-03,0.043178482,0.043429505,0.041358476,0.043429505,537600,0.0,0,0.041211024949999994,0.040168559459999996,,0.005812961123484728,0.010676973066377615,1962,8
1962-08-06,0.043429513,0.043492364,0.042425425,0.042676445,921600,0.0,0,0.0413428218,0.04018224528,,-0.01733982461923067,0.011246935492097722,1962,8
1962-08-07,0.042676434,0.042676434,0.042174391,0.042174391,576000,0.0,0,0.0414432405,0.04019585748,,-0.011764194510578418,0.011737878595026063,1962,8
1962-08-08,0.042048883,0.042048883,0.04179786,0.042048883,652800,0.0,0,0.04152483219999999,0.04025057076000001,,-0.0029759291604233296,0.011764338601965204,1962,8
1962-08-09,0.042048868,0.042048868,0.041546825,0.041546825,652800,0.0,0,0.04156248535,0.04027655532,,-0.011939865322938559,0.012030018810249843,1962,8
1962-08-10,0.041546842,0.041860522,0.041546842,0.041797861,960000,0.0,0,0.041622108049999995,0.04027516072,,0.006042242698449218,0.012004919589423494,1962,8
1962-08-13,0.041797845,0.041797845,0.041546825,0.041546825,422400,0.0,0,0.04166603685,0.04027871374,,-0.006005953271149389,0.012122139691024639,1962,8
1962-08-14,0.041672319,0.042550895,0.041672319,0.042550895,998400,0.0,0,0.04177272915,0.04036714252,,0.024167189670931455,0.013023705399305745,1962,8
1962-08-15,0.042927487,0.043429533,0.042927487,0.04317851,1305600,0.0,0,0.041926484900000005,0.04043822068,,0.014749748507052685,0.013048766536120771,1962,8
1962-08-16,0.04317847,0.043303982,0.042425405,0.042927448,1689600,0.0,0,0.0420488631,0.040494309619999995,,-0.005814512821308626,0.013147414829675963,1962,8
1962-08-17,0.042927448,0.043052959,0.042550917,0.042927448,998400,0.0,0,0.04215869005,0.04054790663999999,,0.0,0.013141601687710265,1962,8
1962-08-20,0.04292746,0.043429505,0.04292746,0.043429505,1075200,0.0,0,0.042284201199999996,0.040594097339999996,,0.011695477448368186,0.013290051723832052,1962,8
1962-08-21,0.043429505,0.043492356,0.043303994,0.043429505,1574400,0.0,0,0.042434823999999996,0.04063928064,,0.0,0.012819534369048556,1962,8
1962-08-22,0.043429504,0.043429504,0.042927459,0.043303993,1459200,0.0,0,0.04254150665,0.0407158449,,-0.0028900168215134636,0.012394108125094396,1962,8
1962-08-23,0.0434295,0.043492351,0.0434295,0.043492351,307200,0.0,0,0.04264505725,0.040806220160000004,,0.004349668170323229,0.012374326057612252,1962,8
1962-08-24,0.043492351,0.043806224,0.0434295,0.043492351,537600,0.0,0,0.0427329257,0.04090788996,,0.0,0.012327203875327366,1962,8
1962-08-27,0.043492383,0.043680748,0.042927487,0.04317851,499200,0.0,0,0.04278313165,0.040970650000000004,,-0.007216004487777483,0.012329965338985376,1962,8
1962-08-28,0.043052938,0.043052938,0.042550895,0.042550895,691200,0.0,0,0.0427580282,0.041024621319999996,,-0.014535355666511096,0.011902353615407691,1962,8
1962-08-29,0.042550926,0.042613776,0.041797857,0.042174391,883200,0.0,0,0.042751752350000005,0.04108235996,,-0.008848321521791713,0.011399998391954087,1962,8
1962-08-30,0.042550937,0.042927468,0.042550937,0.042676445,422400,0.0,0,0.0427266491,0.041161437960000005,,0.011904238285266544,0.01069689999927234,1962,8
1962-08-31,0.042676415,0.042739268,0.042676415,0.042739268,115200,0.0,0,0.04269213725,0.041251813340000006,,0.0014720766924236628,0.010605060968173518,1962,8
1962-09-04,0.042739278,0.04317847,0.042425405,0.042425405,652800,0.0,0,0.04267958525,0.04134720528,,-0.007343668122720248,0.010000227423777956,1962,9
1962-09-05,0.042425405,0.042425405,0.04192336,0.042425405,806400,0.0,0,0.04269213595,0.041450132279999996,,0.0,0.00962616323383207,1962,9
1962-09-06,0.042174404,0.042174404,0.04179787,0.042111553,960000,0.0,0,0.042695269450000004,0.041549292499999994,,-0.00739773727557802,0.009756244414364599,1962,9
1962-09-07,0.042111546,0.04255093,0.041923374,0.042299908,883200,0.0,0,0.0427329236,0.04165473014,,0.004472763091876386,0.00937116795580448,1962,9
1962-09-10,0.042425409,0.042613771,0.042425409,0.042613771,307200,0.0,0,0.0427737191,0.0417312979,,0.00741994521595668,0.009415604745506755,1962,9
1962-09-11,0.04285395,0.04285395,0.042474735,0.042727545,537600,0.001563,0,0.042832755099999995,0.04181767157999999,,0.0026698880979107997,0.009274198822150932,1962,9
1962-09-12,0.042727539,0.043233157,0.042601134,0.042853944,1075200,0.0,0,0.042847907549999995,0.041886491479999996,,0.002958255617073302,0.0076005919765119835,1962,9
1962-09-13,0.042601156,0.042601156,0.042095535,0.04247475,499200,0.0,0,0.042812719549999996,0.04194270626,,-0.008848520453566655,0.007065678992774143,1962,9
1962-09-14,0.04247475,0.04247475,0.041969132,0.04247475,460800,0.0,0,0.04279008465,0.041995154679999994,,0.0,0.006967325222897621,1962,9
1962-09-17,0.04247475,0.042727561,0.04222194,0.04247475,460800,0.0,0,0.04276744975,0.042058900499999996,,0.0,0.006967325222897621,1962,9
